,age,job,marital,education,default,housing,loan,contact,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,subscription,season
2086,36,1,0,3,0,1,0,1,4,133,1,999,0,1,1.4,94.465,-41.8,4.959,0,2
2087,30,0,2,6,0,1,0,0,2,873,8,999,0,1,1.4,93.918,-42.7,4.962,1,2
2088,49,0,2,1,0,1,1,0,0,441,2,999,0,1,-1.8,93.075,-47.1,1.405,0,1
2089,55,0,1,3,0,0,0,1,2,94,1,999,0,1,1.1,93.994,-36.4,4.855,0,1
2090,34,4,2,6,0,1,1,0,2,125,2,999,0,1,-0.1,93.2,-42.0,4.076,0,0
2091,29,4,1,6,0,1,0,0,2,75,1,4,2,2,-2.9,92.201,-31.4,0.873,0,2
2092,35,0,2,6,0,1,1,0,2,358,1,999,0,1,-1.8,93.075,-47.1,1.365,0,1
2094,42,3,1,6,0,0,0,0,1,176,1,999,0,1,-0.1,93.2,-42.0,4.191,0,0
2095,34,0,2,3,0,1,1,1,1,123,1,999,0,1,1.4,94.465,-41.8,4.961,0,2
2097,39,0,1,6,0,1,0,0,0,169,4,999,0,1,1.4,93.444,-36.1,4.964,0,2
2098,55,9,1,1,0,1,0,1,3,452,2,999,0,1,1.1,93.994,-36.4,4.857,0,1
2101,45,0,1,6,0,1,0,0,1,226,1,999,0,1,1.4,93.444,-36.1,4.965,0,2
2102,50,0,1,6,0,1,0,0,1,183,1,3,1,2,-3.4,92.649,-30.1,0.714,1,0
2103,55,6,1,2,0,1,0,0,3,604,1,999,0,1,-1.8,92.893,-46.2,1.344,0,1
2105,30,9,1,3,0,0,0,0,3,79,1,999,0,1,1.4,93.444,-36.1,4.963,0,2
2106,32,3,1,0,0,1,0,0,1,87,4,999,0,1,1.4,93.444,-36.1,4.965,0,2
2107,31,4,1,6,0,1,0,0,4,196,1,999,0,1,-0.1,93.2,-42.0,4.12,0,0
2108,32,7,1,3,0,1,0,0,2,21,12,999,0,1,-1.8,92.893,-46.2,1.266,0,1
2109,39,1,1,5,0,0,0,1,1,87,5,999,0,1,1.1,93.994,-36.4,4.858,0,1
2111,57,5,1,5,0,1,0,0,1,166,2,999,0,1,-2.9,92.963,-40.8,1.266,1,2
2112,27,9,1,6,0,1,0,0,0,131,3,999,0,1,-1.8,92.893,-46.2,1.25,0,1
2113,44,0,1,6,0,1,0,0,2,254,2,999,0,1,-2.9,92.201,-31.4,0.883,1,2
2114,32,0,1,6,0,1,0,0,1,232,2,999,0,1,-1.8,92.893,-46.2,1.244,0,1
2115,37,3,1,6,0,1,0,1,0,262,2,999,0,1,1.4,94.465,-41.8,4.967,0,2
2116,29,0,1,6,0,0,0,0,4,406,3,999,0,1,-0.1,93.2,-42.0,4.12,0,0
2117,31,10,2,6,0,1,0,0,3,180,1,10,1,2,-1.8,93.369,-34.8,0.646,1,1
2119,32,9,2,5,0,1,0,0,2,128,1,999,0,1,1.4,93.918,-42.7,4.968,0,2
2121,42,1,1,5,0,1,0,0,0,262,2,999,0,1,-1.8,92.893,-46.2,1.313,0,1
2122,31,0,2,6,0,0,1,0,4,212,2,3,6,2,-1.1,94.767,-50.8,1.048,0,0
2124,33,6,2,0,0,1,0,1,0,742,2,999,0,1,1.1,93.994,-36.4,4.864,0,1
2125,45,9,1,5,0,0,0,1,4,20,5,999,0,1,1.4,93.918,-42.7,4.962,0,2
2126,30,0,1,6,0,0,0,0,1,243,1,999,0,1,1.4,93.444,-36.1,4.97,0,2
2127,30,0,2,6,0,0,0,1,4,84,3,999,0,1,1.4,93.918,-42.7,4.963,0,2
2128,53,6,1,2,0,1,0,0,1,62,1,999,0,1,-0.1,93.2,-42.0,4.191,0,0
2130,27,0,2,6,0,1,0,0,0,401,1,999,1,0,-1.8,93.075,-47.1,1.405,0,1
2131,46,0,1,3,0,1,0,0,3,98,6,999,0,1,1.4,93.918,-42.7,4.961,0,2
2132,29,0,2,6,0,0,0,0,3,103,4,999,0,1,1.4,93.444,-36.1,4.963,0,2
2133,43,4,1,6,0,0,0,0,1,179,1,999,0,1,-0.1,93.2,-42.0,4.191,0,0
2134,26,0,2,6,0,0,0,0,0,133,2,999,1,0,-3.4,92.431,-26.9,0.73,0,0
2135,47,0,1,6,0,1,0,0,3,100,3,999,0,1,1.4,93.444,-36.1,4.965,0,2
2137,29,6,2,6,0,1,1,0,2,22,8,999,0,1,1.4,93.918,-42.7,4.968,0,2
2138,33,0,2,6,0,0,0,0,4,206,1,3,1,2,-1.7,94.055,-39.8,0.715,1,2
2139,56,5,1,3,0,1,1,0,3,97,1,3,2,2,-2.9,92.201,-31.4,0.883,0,2
2140,30,9,2,6,0,1,0,0,0,166,2,999,0,1,-2.9,92.963,-40.8,1.268,1,2
2141,32,9,1,6,0,0,1,0,2,131,1,999,0,1,1.4,93.444,-36.1,4.968,0,2
2142,33,7,1,5,0,0,0,0,1,291,1,999,3,0,-1.1,94.601,-49.5,0.977,0,0
2143,49,9,1,6,0,0,0,1,1,107,3,999,0,1,1.1,93.994,-36.4,4.857,0,1
2144,33,1,1,1,0,1,0,0,4,134,1,999,1,0,-1.8,92.893,-46.2,1.281,0,1
2145,58,6,1,6,0,0,0,0,4,1092,1,999,0,1,-3.4,92.649,-30.1,0.716,0,0
2147,48,3,1,3,0,0,0,0,3,399,1,999,0,1,-2.9,92.963,-40.8,1.252,0,2
2148,39,9,1,1,0,0,0,0,3,88,3,999,0,1,-1.8,93.075,-47.1,1.453,0,1
2149,53,0,2,1,0,1,0,1,3,27,1,999,0,1,1.1,93.994,-36.4,4.857,0,1
2152,44,1,2,2,0,1,1,0,3,182,1,999,0,1,-0.1,93.2,-42.0,4.153,0,0
2153,39,9,1,5,0,0,0,1,2,171,1,999,0,1,-0.1,93.798,-40.4,4.921,1,0
2154,30,6,1,6,0,1,0,0,0,138,2,999,0,1,-2.9,92.963,-40.8,1.268,0,2
2155,48,0,1,6,0,1,0,0,4,203,7,999,0,1,1.4,93.444,-36.1,4.967,0,2
2156,51,9,0,3,0,1,0,0,1,81,1,999,0,1,-0.1,93.2,-42.0,4.191,0,0
2157,29,0,1,6,0,0,0,0,0,190,1,999,0,1,1.4,93.444,-36.1,4.964,0,2
2158,38,1,2,3,0,0,0,0,0,136,2,999,0,1,-1.8,92.893,-46.2,1.313,0,1
2160,62,5,2,6,0,1,1,0,1,112,1,999,0,1,-1.8,92.893,-46.2,1.264,0,1
2161,30,9,2,5,0,1,0,0,2,93,4,999,0,1,1.4,93.444,-36.1,4.968,0,2
2162,36,0,2,3,0,1,0,0,0,159,1,3,2,2,-2.9,92.201,-31.4,0.849,1,2
2163,32,8,2,6,0,0,0,1,0,21,3,999,0,1,1.1,93.994,-36.4,4.855,0,1
2164,56,10,1,2,0,1,1,0,0,322,2,999,0,1,-0.1,93.2,-42.0,4.021,0,0
2165,39,0,1,3,0,1,0,0,1,58,1,999,0,1,-0.1,93.2,-42.0,4.191,0,0
2166,36,0,2,3,0,0,1,1,0,148,2,999,0,1,1.1,93.994,-36.4,4.857,0,1
2167,36,9,1,6,0,1,0,0,0,167,1,999,0,1,1.4,93.444,-36.1,4.966,0,2
2168,34,1,1,1,0,1,0,0,3,137,1,999,0,1,-1.8,92.893,-46.2,1.291,0,1
2169,21,8,2,3,0,0,0,0,3,362,1,999,0,1,-1.1,94.601,-49.5,0.982,1,0
2171,31,0,1,3,0,0,0,1,2,952,4,999,0,1,1.4,94.465,-41.8,4.961,1,2
2172,37,0,2,5,0,0,0,0,3,223,1,999,0,1,1.4,93.444,-36.1,4.968,0,2
2173,37,9,1,6,0,1,0,1,3,8,2,999,0,1,1.1,93.994,-36.4,4.857,0,1
2174,30,1,1,2,0,1,0,0,2,58,1,999,0,1,1.4,93.918,-42.7,4.963,0,2
2175,47,9,0,5,0,1,0,0,1,147,2,999,0,1,1.4,93.918,-42.7,4.962,0,2
2176,41,0,0,3,0,0,0,1,3,72,3,999,0,1,1.1,93.994,-36.4,4.857,0,1
2177,33,9,1,5,0,1,0,1,4,316,1,999,0,1,1.1,93.994,-36.4,4.858,0,1
2178,57,9,1,5,0,1,0,0,1,190,2,999,0,1,-1.8,92.893,-46.2,1.299,0,1
2179,29,7,2,6,0,0,0,1,0,339,5,999,0,1,1.1,93.994,-36.4,4.859,0,1
2180,33,0,0,6,0,0,0,0,2,49,1,999,0,1,1.4,93.444,-36.1,4.962,0,2
2181,40,0,0,5,0,1,1,0,0,90,4,999,0,1,1.4,93.444,-36.1,4.963,0,2
2183,27,0,2,2,0,1,1,0,3,81,2,999,0,1,1.4,93.918,-42.7,4.961,0,2
2184,41,4,1,6,0,0,0,1,0,106,6,999,0,1,1.1,93.994,-36.4,4.857,0,1
2186,28,1,1,2,0,0,1,1,1,329,1,999,0,1,1.1,93.994,-36.4,4.858,0,1
2187,55,0,0,3,0,1,0,0,3,244,2,6,3,2,-1.7,94.027,-38.3,0.904,1,2
2188,54,6,1,6,0,0,0,0,2,99,3,999,0,1,-1.1,94.601,-49.5,0.987,0,0
2189,56,4,0,6,0,0,0,0,4,287,3,999,0,1,-0.1,93.2,-42.0,4.12,0,0
2191,40,9,1,3,0,1,0,0,4,118,1,999,0,1,-0.1,93.2,-42.0,4.12,0,0
2192,49,4,1,6,0,0,0,0,1,86,4,999,0,1,1.4,93.918,-42.7,4.96,0,2
2193,30,0,2,6,0,0,0,0,1,123,4,999,0,1,1.4,93.444,-36.1,4.963,0,2
2194,29,8,2,5,0,0,0,1,0,232,2,999,0,1,-0.1,93.2,-42.0,4.021,0,0
2195,31,0,2,6,0,0,1,0,2,167,1,999,0,1,1.4,93.444,-36.1,4.963,0,2
2196,30,0,1,3,0,0,0,0,4,166,1,999,1,0,-1.8,92.893,-46.2,1.281,0,1
2197,34,0,0,6,0,1,0,0,1,111,4,999,0,1,1.4,93.444,-36.1,4.963,0,2
2198,44,2,0,0,0,0,0,0,0,170,2,999,0,1,1.4,93.918,-42.7,4.963,0,2
2199,32,9,2,6,0,0,0,0,0,457,1,999,0,1,-1.8,92.893,-46.2,1.25,0,1
2200,38,3,0,6,0,0,0,0,4,403,2,999,0,1,-1.1,94.767,-50.8,1.03,1,0
2201,37,6,1,6,0,1,0,0,0,48,2,999,0,1,-0.1,93.2,-42.0,4.021,0,0
2202,29,9,1,6,0,0,0,0,2,5,23,999,0,1,1.4,93.918,-42.7,4.968,0,2
2203,30,0,2,6,0,1,0,0,1,374,12,999,0,1,1.4,93.444,-36.1,4.963,0,2
2204,54,4,1,6,0,1,0,0,2,85,1,999,0,1,-1.8,93.075,-47.1,1.365,0,1
2205,43,1,1,2,0,1,1,0,3,393,2,999,0,1,1.4,93.918,-42.7,4.961,0,2
2206,33,0,1,6,0,0,0,1,4,92,5,999,0,1,1.1,93.994,-36.4,4.857,0,1
2208,57,5,1,5,0,1,0,0,2,124,6,999,0,1,-1.1,94.767,-50.8,1.031,0,0
2209,29,0,1,6,0,1,0,0,0,137,2,999,0,1,1.4,93.444,-36.1,4.964,0,2
2211,48,1,1,2,0,1,0,0,3,268,1,3,3,2,-1.8,93.876,-40.0,0.668,1,1
2212,30,1,1,2,0,1,1,0,1,231,1,999,0,1,-1.8,92.893,-46.2,1.299,0,1
2213,45,0,1,6,0,1,0,0,0,64,1,999,2,0,-3.4,92.379,-29.8,0.741,0,0
2214,42,1,1,1,0,1,0,0,2,56,1,999,0,1,-1.8,92.893,-46.2,1.327,0,1
2215,31,0,2,3,0,0,0,0,4,96,2,999,0,1,1.4,93.918,-42.7,4.962,0,2
2218,58,0,1,6,0,1,0,1,1,9,1,999,0,1,-1.1,94.601,-49.5,0.953,0,0
2219,32,7,1,3,0,0,1,0,0,340,2,999,0,1,-1.8,93.075,-47.1,1.405,0,1
2220,31,10,1,6,0,0,0,0,4,124,3,999,0,1,1.4,93.444,-36.1,4.964,0,2
2221,53,1,1,0,0,0,0,0,1,545,1,999,0,1,-0.1,93.2,-42.0,4.191,0,0
2222,53,0,1,2,0,0,0,1,4,35,1,999,0,1,1.1,93.994,-36.4,4.858,0,1
2223,32,3,1,6,0,1,1,0,4,73,1,999,0,1,1.4,93.444,-36.1,4.964,0,2
2225,43,10,1,2,0,1,0,1,2,305,2,999,0,1,1.1,93.994,-36.4,4.855,0,1
2230,30,6,1,6,0,1,0,1,2,150,10,999,0,1,1.4,93.918,-42.7,4.963,0,2
2231,31,9,1,5,0,0,0,0,2,3643,1,999,0,1,1.4,93.918,-42.7,4.963,1,2
2233,38,9,1,5,0,1,1,0,4,11,3,999,0,1,-0.1,93.2,-42.0,4.12,0,0
2234,37,0,2,6,0,0,1,0,1,553,1,999,1,0,-1.8,92.893,-46.2,1.299,0,1
2237,50,9,0,5,0,0,0,0,1,73,2,999,0,1,1.4,93.444,-36.1,4.965,0,2
2238,34,0,2,3,0,0,0,0,4,127,1,999,0,1,1.4,93.918,-42.7,4.962,0,2
2239,45,0,1,1,0,0,1,0,0,268,2,999,0,1,1.4,93.918,-42.7,4.962,0,2
2242,34,4,1,3,0,1,0,0,3,838,3,999,0,1,1.4,93.918,-42.7,4.961,1,2
2243,31,1,0,3,0,1,0,0,4,829,1,999,1,0,-1.8,92.893,-46.2,1.281,1,1
2244,27,8,2,6,0,1,0,1,1,104,1,999,0,1,1.1,93.994,-36.4,4.858,0,1
2245,35,1,1,1,0,1,0,1,1,312,1,999,0,1,1.1,93.994,-36.4,4.857,0,1
2246,50,9,1,6,0,0,0,0,0,146,1,999,0,1,1.4,93.918,-42.7,4.962,0,2
2247,53,4,1,6,0,1,0,0,3,313,2,999,0,1,-0.1,93.2,-42.0,4.153,0,0
2248,27,1,1,0,0,1,0,0,2,88,2,999,0,1,-1.8,92.893,-46.2,1.266,0,1
2249,57,3,1,6,0,0,0,0,4,388,1,999,0,1,1.4,93.918,-42.7,4.962,0,2
2252,49,3,1,5,0,0,0,1,2,565,1,999,0,1,1.1,93.994,-36.4,4.86,0,1
2253,32,4,1,3,0,0,1,0,1,256,2,999,0,1,-0.1,93.2,-42.0,4.191,0,0
2254,34,10,1,2,0,1,0,0,2,218,4,999,0,1,-1.8,92.893,-46.2,1.266,0,1
2255,25,6,2,6,0,0,0,1,4,199,2,999,0,1,1.1,93.994,-36.4,4.857,0,1
2258,29,0,2,6,0,0,0,1,2,247,2,999,0,1,-2.9,92.963,-40.8,1.26,0,2
2261,39,3,1,0,0,0,0,0,2,183,1,999,0,1,1.4,93.444,-36.1,4.963,0,2
2262,40,0,0,3,0,1,0,0,0,164,1,999,0,1,-1.8,92.893,-46.2,1.25,0,1
2263,27,7,2,6,0,1,0,0,1,104,1,6,1,2,-1.8,93.369,-34.8,0.652,1,1
2264,55,10,1,2,0,1,0,0,3,156,1,999,0,1,-3.4,92.431,-26.9,0.728,0,0
2265,32,7,1,3,0,0,0,0,4,55,1,999,0,1,1.4,93.444,-36.1,4.964,0,2
2266,54,0,1,5,0,1,0,0,4,103,4,999,0,1,1.4,93.444,-36.1,4.964,0,2
2268,43,9,0,5,0,0,0,1,2,644,1,999,0,1,1.1,93.994,-36.4,4.86,0,1
2269,41,1,0,0,0,1,0,1,4,122,1,999,0,1,1.4,94.465,-41.8,4.962,0,2
2270,26,0,1,3,0,0,1,0,4,112,1,999,1,0,-3.4,92.649,-30.1,0.719,0,0
2271,52,9,1,5,0,1,1,0,4,203,3,999,0,1,1.4,93.444,-36.1,4.965,0,2
2272,44,0,1,6,0,0,0,0,4,96,2,4,1,2,-2.9,92.201,-31.4,0.879,0,2
2275,44,0,1,6,0,0,0,0,0,135,2,999,0,1,-0.1,93.2,-42.0,4.021,0,0
2276,27,0,2,1,0,1,0,1,0,195,4,999,0,1,-1.8,92.893,-46.2,1.25,0,1
2277,28,4,1,6,0,0,0,1,4,771,2,999,0,1,1.4,94.465,-41.8,4.962,1,2
2278,47,3,1,6,0,1,0,0,1,232,2,999,0,1,-2.9,92.201,-31.4,0.843,1,2
2279,34,7,1,3,0,1,0,0,1,206,6,999,0,1,1.4,93.918,-42.7,4.96,0,2
2281,34,1,1,2,0,1,0,1,1,513,1,999,0,1,1.1,93.994,-36.4,4.858,0,1
2282,25,0,2,6,0,0,0,1,3,103,3,999,0,1,-2.9,92.201,-31.4,0.838,0,2
2283,31,9,2,5,0,1,0,0,3,150,1,999,0,1,1.4,93.444,-36.1,4.963,0,2
2285,50,4,1,6,0,0,0,0,2,718,4,999,3,0,-1.1,94.199,-37.5,0.878,0,0
2286,22,1,2,2,0,0,0,0,0,106,1,999,0,1,1.4,93.918,-42.7,4.957,0,2
2289,34,9,1,5,0,1,0,0,4,107,2,999,0,1,-0.1,93.2,-42.0,4.12,0,0
2290,50,1,1,0,0,1,1,1,3,234,3,999,0,1,-0.1,93.2,-42.0,4.153,0,0
2291,25,8,2,3,0,1,0,0,3,112,1,999,1,0,-2.9,92.469,-33.6,1.044,0,2
2292,51,2,0,6,0,1,0,1,1,231,1,999,1,0,-1.8,92.893,-46.2,1.299,0,1
2294,59,4,1,6,0,1,0,0,2,646,3,6,1,2,-3.0,92.713,-33.0,0.7,0,3
2296,40,1,1,0,0,0,0,0,3,181,1,999,1,0,-0.1,93.2,-42.0,4.153,0,0
2297,26,9,2,5,0,1,0,1,4,605,1,999,0,1,1.4,94.465,-41.8,4.864,0,2
2298,32,0,1,3,0,0,0,0,2,84,1,999,0,1,-1.8,92.893,-46.2,1.327,0,1
2299,33,4,2,6,0,1,1,0,4,1176,1,999,0,1,-1.8,93.075,-47.1,1.498,1,1
2301,32,8,2,6,0,1,0,1,4,209,12,999,0,1,1.4,94.465,-41.8,4.962,0,2
2303,31,9,2,6,0,1,0,0,1,984,1,999,0,1,-0.1,93.2,-42.0,4.191,1,0
2304,38,1,1,2,0,0,0,1,0,693,3,999,0,1,1.4,94.465,-41.8,4.959,1,2
2305,30,8,2,3,0,0,0,0,3,592,3,999,1,0,-1.7,94.027,-38.3,0.899,1,2
2306,32,7,1,3,0,1,0,1,4,628,2,999,0,1,-1.8,92.893,-46.2,1.27,1,1
2307,44,1,1,2,0,0,0,0,2,556,3,999,0,1,-1.8,92.893,-46.2,1.327,0,1
2308,35,0,2,6,0,1,0,0,1,673,8,999,0,1,1.4,93.918,-42.7,4.962,0,2
2311,41,1,1,2,0,1,1,0,0,198,1,999,0,1,-1.8,92.893,-46.2,1.313,0,1
2312,65,3,1,0,0,0,0,0,1,89,2,999,0,1,-2.9,92.963,-40.8,1.266,0,2
2313,43,7,0,3,0,0,0,0,1,122,2,999,0,1,1.4,93.918,-42.7,4.962,0,2
2314,40,1,1,5,0,0,1,0,1,80,1,999,1,0,-0.1,93.2,-42.0,4.191,0,0
2315,30,0,1,6,0,0,0,0,0,70,1,999,0,1,1.4,93.918,-42.7,4.957,0,2
2316,66,5,0,3,0,0,0,0,4,211,1,999,1,0,-1.7,94.215,-40.3,0.896,0,2
2317,44,7,2,3,0,0,0,1,1,20,1,999,0,1,-1.7,94.055,-39.8,0.72,0,2
2318,35,0,1,3,0,1,1,1,1,172,1,999,0,1,1.4,94.465,-41.8,4.961,0,2
2320,26,1,2,1,0,0,0,1,4,83,2,999,0,1,1.4,94.465,-41.8,4.864,0,2
2321,39,10,1,6,0,1,0,1,2,72,1,999,0,1,1.4,94.465,-41.8,4.958,0,2
2323,35,9,2,5,0,1,0,0,2,192,2,999,1,0,-3.4,92.649,-30.1,0.714,1,0
2324,42,3,1,6,0,0,0,0,1,90,4,999,1,0,-0.1,93.2,-42.0,4.191,0,0
2325,36,0,2,6,0,0,0,0,4,146,1,999,1,0,-3.4,92.431,-26.9,0.742,0,0
2326,46,0,2,6,0,0,1,0,1,195,1,999,0,1,-1.8,92.893,-46.2,1.264,0,1
2327,35,6,1,6,0,1,0,0,1,192,3,999,0,1,1.4,93.918,-42.7,4.962,0,2
2328,24,0,2,3,0,1,0,0,4,145,4,999,0,1,1.4,93.918,-42.7,4.957,0,2
2329,50,9,1,6,0,1,0,0,1,204,5,999,0,1,1.4,93.444,-36.1,4.965,0,2
2330,36,0,2,6,0,0,0,0,2,67,6,999,0,1,1.4,93.918,-42.7,4.968,0,2
2331,39,9,2,5,0,0,0,1,2,206,1,999,0,1,1.4,93.918,-42.7,4.966,0,2
2333,42,1,1,0,0,0,0,1,3,110,4,999,0,1,1.4,94.465,-41.8,4.864,0,2
2334,31,1,2,6,0,0,0,0,0,35,3,999,0,1,1.4,93.918,-42.7,4.957,0,2
2336,25,1,1,0,0,0,0,0,0,114,2,999,0,1,-1.8,92.893,-46.2,1.25,0,1
2337,58,1,1,0,0,1,0,1,2,48,6,999,0,1,1.4,93.918,-42.7,4.962,0,2
2338,33,6,1,6,0,0,0,1,3,367,5,999,0,1,1.1,93.994,-36.4,4.857,0,1
2341,49,1,0,1,0,0,0,0,4,55,1,999,0,1,-0.1,93.2,-42.0,4.12,0,0
2343,52,7,1,6,0,0,0,1,1,119,1,999,0,1,1.4,94.465,-41.8,4.96,0,2
2344,26,1,1,2,0,0,0,0,4,45,2,999,2,0,-1.8,92.893,-46.2,1.334,0,1
2346,43,9,1,6,0,1,0,0,1,134,4,999,0,1,1.4,93.444,-36.1,4.963,0,2
2347,26,3,1,0,0,1,0,0,1,149,2,999,0,1,1.4,93.918,-42.7,4.96,0,2
2348,34,1,1,1,0,1,0,0,3,162,1,999,1,0,-1.8,92.893,-46.2,1.344,0,1
2349,24,7,2,3,0,0,0,1,1,401,2,999,0,1,1.1,93.994,-36.4,4.858,0,1
2350,33,6,2,6,0,0,0,1,0,92,1,999,0,1,1.1,93.994,-36.4,4.857,0,1
2353,32,0,0,6,0,1,0,0,2,668,1,999,0,1,1.4,93.918,-42.7,4.963,0,2
2355,26,0,2,6,0,0,0,1,4,342,5,999,0,1,1.4,93.918,-42.7,4.963,0,2
2356,56,5,1,0,0,0,0,1,4,88,2,999,0,1,1.1,93.994,-36.4,4.857,0,1
2357,38,1,1,1,0,0,0,1,2,21,9,999,0,1,1.1,93.994,-36.4,4.855,0,1
2358,37,0,1,3,0,1,0,1,0,136,1,999,0,1,-3.4,92.649,-30.1,0.716,0,0
2359,22,1,2,2,0,1,1,0,1,848,1,999,0,1,1.4,93.918,-42.7,4.96,1,2
2360,50,1,1,2,0,0,0,1,3,128,6,999,0,1,1.4,94.465,-41.8,4.864,0,2
2361,34,1,1,2,0,0,0,1,4,606,1,999,0,1,1.1,93.994,-36.4,4.859,0,1
2362,35,9,2,6,0,1,0,0,1,271,2,999,0,1,-1.8,92.893,-46.2,1.299,0,1
2364,25,0,1,3,0,0,0,0,4,95,1,999,0,1,1.4,93.918,-42.7,4.962,0,2
2365,39,1,2,0,0,0,0,0,2,93,1,999,0,1,-1.8,92.893,-46.2,1.266,0,1
2366,52,9,1,5,0,1,1,0,1,211,1,999,1,0,-3.4,92.379,-29.8,0.797,1,0
2367,48,9,1,6,0,0,0,0,0,239,1,999,0,1,1.4,93.444,-36.1,4.964,0,2
2369,30,9,2,5,0,1,0,0,4,178,2,999,0,1,1.4,93.444,-36.1,4.964,0,2
2370,32,4,1,3,0,0,0,1,3,206,1,999,0,1,1.4,94.465,-41.8,4.864,0,2
2371,52,10,1,6,0,0,0,0,0,115,1,999,1,0,-0.1,93.2,-42.0,4.021,0,0
2372,44,1,2,5,0,0,0,0,3,123,2,999,0,1,-3.4,92.431,-26.9,0.742,0,0
2373,29,0,2,6,0,1,1,0,2,254,3,3,1,2,-2.9,92.201,-31.4,0.873,1,2
2374,41,0,1,6,0,0,0,0,4,85,5,999,0,1,1.4,93.444,-36.1,4.964,0,2
2375,26,9,1,3,0,1,0,1,0,305,2,999,0,1,1.1,93.994,-36.4,4.855,0,1
2376,32,0,2,6,0,1,0,0,0,233,1,999,0,1,1.4,93.444,-36.1,4.966,0,2
2377,31,0,2,6,0,1,0,0,3,191,2,999,0,1,1.4,93.444,-36.1,4.963,0,2
2381,23,1,2,5,0,1,0,0,0,136,3,999,1,0,-1.8,92.893,-46.2,1.25,0,1
2382,50,9,1,5,0,1,0,1,0,855,2,999,0,1,1.1,93.994,-36.4,4.864,1,1
2383,29,0,1,6,0,1,0,0,1,565,1,999,0,1,-1.8,92.893,-46.2,1.244,1,1
2384,31,0,2,6,0,1,1,0,2,140,3,999,0,1,1.4,93.444,-36.1,4.962,0,2
2385,48,3,1,0,0,0,0,0,1,248,1,999,0,1,1.4,93.444,-36.1,4.965,0,2
2387,24,9,0,5,0,0,0,0,0,332,1,999,1,0,-1.8,93.075,-47.1,1.405,0,1
2388,35,9,1,3,0,0,0,1,4,208,3,999,0,1,1.1,93.994,-36.4,4.858,0,1
2390,37,0,1,3,0,0,0,0,1,14,3,999,0,1,-1.8,92.893,-46.2,1.244,0,1
2391,33,0,1,6,0,1,0,0,3,118,3,999,0,1,1.4,93.444,-36.1,4.963,0,2
2392,58,4,1,6,0,0,0,0,1,164,2,999,0,1,1.4,93.444,-36.1,4.965,0,2
2393,54,5,1,2,0,1,0,0,2,148,1,999,0,1,1.4,93.918,-42.7,4.962,0,2
2394,54,9,1,5,0,1,0,0,3,149,2,999,0,1,-0.1,93.2,-42.0,4.153,0,0
2395,39,9,2,5,0,0,0,0,1,71,1,999,0,1,1.4,93.444,-36.1,4.965,0,2
2397,34,1,0,0,0,0,0,0,0,204,5,999,0,1,-1.8,93.075,-47.1,1.405,0,1
2399,30,0,2,3,0,0,0,0,0,72,1,999,0,1,1.4,93.444,-36.1,4.964,0,2
2400,59,5,1,5,0,1,0,1,3,77,8,999,0,1,1.4,94.465,-41.8,4.864,0,2
2402,25,0,1,3,0,0,0,1,0,498,1,999,0,1,1.1,93.994,-36.4,4.855,0,1
2403,47,0,0,3,0,1,0,0,3,159,1,999,1,0,-3.4,92.379,-29.8,0.755,0,0
2404,32,0,1,6,0,0,1,0,3,301,3,999,0,1,1.4,93.444,-36.1,4.965,0,2
2405,30,1,1,1,0,0,0,1,3,338,1,999,0,1,1.4,94.465,-41.8,4.864,0,2
2406,24,9,2,6,0,0,0,0,4,197,1,999,0,1,-3.4,92.431,-26.9,0.724,0,0
2407,58,2,1,3,0,0,0,0,1,145,1,999,2,0,-1.1,94.199,-37.5,0.882,0,0
2408,44,4,1,6,0,0,0,1,4,158,2,999,0,1,1.1,93.994,-36.4,4.859,0,1
2409,36,0,1,6,0,1,1,0,3,28,2,999,0,1,-3.4,92.379,-29.8,0.819,0,0
2410,33,6,0,2,0,1,0,1,3,355,1,999,0,1,1.1,93.994,-36.4,4.856,0,1
2411,31,1,2,3,0,0,0,0,1,42,6,999,0,1,1.4,93.918,-42.7,4.96,0,2
2413,35,4,1,6,0,1,0,0,2,108,4,999,0,1,1.4,93.444,-36.1,4.962,0,2
2414,29,1,1,2,0,0,0,0,0,202,2,999,0,1,-1.8,92.893,-46.2,1.313,0,1
2415,58,4,1,6,0,1,0,0,1,260,1,999,0,1,1.4,93.918,-42.7,4.96,0,2
2416,43,1,1,0,0,1,0,1,3,269,3,999,0,1,1.1,93.994,-36.4,4.857,0,1
2419,38,2,1,2,0,1,0,0,0,215,3,999,0,1,1.4,93.918,-42.7,4.957,0,2
2420,36,9,2,5,0,0,0,0,2,54,4,999,0,1,1.4,93.918,-42.7,4.958,0,2
2421,56,5,1,5,0,0,0,0,3,139,2,999,0,1,1.4,93.444,-36.1,4.965,0,2
2422,32,0,1,6,0,0,0,1,2,99,2,999,0,1,1.1,93.994,-36.4,4.86,0,1
2423,48,1,1,2,0,1,0,1,0,67,2,999,0,1,1.4,93.444,-36.1,4.964,0,2
2424,31,9,1,6,0,0,0,1,1,57,4,999,0,1,-3.4,92.649,-30.1,0.714,0,0
2428,41,1,1,0,0,1,0,0,3,234,1,999,2,0,-1.8,92.893,-46.2,1.344,0,1
2429,51,4,1,6,0,1,0,0,2,386,1,999,0,1,1.4,93.444,-36.1,4.964,0,2
